,level_0,index,lemmatized,label
1172,35,1251,else impression nobulls worst possible trainer rope climb absolutely grip whatsoever,crossfit
1173,36,313,cfcom wods many day workout short minute amrap today example anywhere find good programming home workout willing pay small subscription fee necessary robust programming feel still box tia,crossfit
1174,37,333,enjoy strength competition others understanding open type annual competition allows top folk move formal national competition april year member local gym attend show thinking folk wods home another gym saw local group studio group based competition around thanksgiving guessing local branch motivated apart personal progress tracking wods repeat benchmark day k row max bench mile run etc result tracked app asking question considering switching orangetheory focus muscular endurance strength month back recall benchmark competition app sorry question,crossfit
1175,38,566,flat echo bike today min cals score find score online wondering stack elite athlete lol ft working wondering score stack,crossfit
1176,39,324,hello curious newsletter people similar interest subscribed fitness newsletter read context building newsletter fitness niche home gym lover learn great newsletter,crossfit
1177,40,1390,used product incredibly sweaty wod spartan race giving free sample showing demonstration tried seems much better conventional chalk kind pricy though bought small bottle long last,crossfit
1178,41,967,start following program jamie workout jam method instagram pretty fun ever given whirl seem good fit experience well ish year,crossfit
1179,42,558,thruster lb burpees top every minute destroyed felt newb guess programming need thruster,crossfit
1180,43,687,need train home motivated thing performance feel much home dumbbell improve performance advice good home program,crossfit
1181,44,1463,hey looking starting next week trial noticed underwear wearing kept cupping ball especially rowing uncomfortable wondering experienced ters gym short recommendation ever experienced,crossfit
1182,45,835,hello started year ago greatly enjoying gotten place better e eventually rx workout build strength part started going gym weightlifting follow focused strength program much time therefore dedicate twice day program wondering someone could help prioritize lift working currently class time week day focus back squat power clean amp jerk deadlifts clean snatch usually focus gymnastic movement improve currently pull focusing build pull ups tldr lift focusing stronger,crossfit
1183,46,500,two warmups excited coach film class lol,crossfit
1184,47,475,hey guy noticed recently getting lot comment fellow athlete regard choice weight barbell example yesterday strength push jerk building rm started lose proper form decided hit pr stop rm told many time past week specifically could heavier wether snatch clean jerk etc comment always confuses sure based toned ish actually tell someone actually lift struggling starting lose form could could heavier skinny shamed lot group people contradictory honest scrawny could heavier weight missing something number underwhelming never done kind sport ever used overweight life lb rms back squat front squat overhead squat bench press push press deadlift snatch suck failed bailed least every time snatch strength macro cals g carbs g protein g fat almost year specific athlete repeated statement many time started couple month make super self aware way already laugh deep number pretty meh considering time week almost year consider new feel free give advice criticism may help,crossfit
1185,48,149,f ldn based looking fitness holiday week end april mid may previously ultimate fitness sri lanka try something new ideally warm climate sparkle palm_tree please note fittest strongest thinking whether mixed camp beginner solid gym goer thinking bali wondering whether week day sufficient jetlag usually type affected honest,crossfit
1186,49,1464,bull trainer year love compare thinking wearing casual walking love possibly sale black friday,crossfit
1187,50,1120,guy gal pretty consistently year probably time week average class wake never eaten thing workout never thought something maybe banana something case case thing curious fuel morning class advance,crossfit
1188,51,1330,might seem obvious find app need afternoon certain amount macro left hit let u say need g protein g fat g carbs put macro left spit food option meal planner whole day recommended meal usually macro balanced ever seen app service feed gram give snack meal option find throwing dart tedious hit final macro later half day,crossfit
1189,52,1353,question kind asked version different enough warrant separate thread traveling find box drop pack pair shoe hoping find best mix running squatting dorsi flex great definitely amount drop squatty workout getting bit older need good cushion runny workout recently wore altra escalante absolute dream running eon better every shoe wore way squishy lifting looking free metcon seems promising hybrid regular metcons seem bit stiff running tried free metcon,crossfit
1190,53,646,thought suggestion thinking getting huel train say food instead cook living getting home cooking cleaning eats much free time replacing meal seems win calorie protein top priority always suppose,crossfit
1191,54,1322,pediatric right wanted charity wod raise money child life department hospital child life help kid come term procedure child life huge component softening shock family sibling feel worst case scenario occur young sibling coming say goodbye wanted wods based heroic kid come bridget walker kid fought dog attacked sister anthony borges shielded classmate took bullet parkland shooting known wods kid hero kid wods fam,crossfit
1192,55,174,class four time week minute work stretch next class start currently programming four day follow wondering better idea started month ago strength squat bench press deadlift olympic lifting clean jerk snatch jump rope eager dus rig work bad kipping pull ups general grip strength,crossfit
1193,56,1284,able answer question correctly called many rep part asks question round time shuttle run deadlift power clean none answer combination put correct killing help,crossfit
1194,57,1063,else neck shoulder pain hspu matter soft feel come bottom movement hour later start getting awful pain upper shoulder blade neck best way avoid trying keep shoulder triceps active possible bottom afraid might still much weight neck record lb strength unbroken kipping hspu,crossfit
1195,58,1342,getting betree covid last several day wondering long wait testing negative back every post online say wait around day since body ready exert much energy thinking workout home gym fine head obviously test negative,crossfit
1196,59,1458,essentially day attend first time spouse idea day maybe year since first time fun day suggest regard event crowd experience open workout etc make hard press day appreciate,crossfit
1197,60,422,kid later jumping rope mean peeing pant single fine something dub proficient yet ten row mainly stop leakage woozy_face woozy_face woozy_face woozy_face,crossfit
1198,61,476,hey year usually time week started year engine past week cardio always terrible felt fine workout addition usual training schedule last week wonder scale back volume bit since approaching open super focused rank percentile year anything make burn perform worse,crossfit
1199,62,1191,hey still relatively new consistent month great box amazing coach making great progress issue run getting much anything related pull bar sweat much literally pool shower minute workout end warm constantly remount due sliding bar forearm grip destroyed trying hard hang looking glove grip try help maintain semblance grip hoping hear experience glove v grip suggestion particular brand model love hear lot,crossfit
1200,63,585,good tight recommendation love able wear something black tights without showing sweat patch australia preferably company ship drop recommendation help u,crossfit
1201,64,965,gowod app test mobility generates stretching rolling routine based biggest deficiency workout going day january first test three year stretching rolling active mobility kind exercise physiotherapist finally score honestly feel difference literally every day fewer ache pain getting used ache pain due training kind accident sleeping funny vast array knowledge treat make away much quicker wanted share proud result year hard work feel free ask question,crossfit
1202,65,1037,yo male apparently great shape first session coach mobility pretty limited guy friendly supportive felt lot remedial work addition pound lose thing remedial cross fit looking elsewhere,crossfit
1203,66,630,hey brand new rd week joined advertised week challenge thought great opportunity back shape little back story md l month ago needle say extremely shape mobility shit especially since nerve huge part needed surgery lunge right leg hard bell practice toe bar shit nut needle say overwhelmed keep set honestly kind embarrassing active kid never burpees level active shit sending angry place feel first started worth keep going feel seeing result effort far,crossfit
1204,67,109,someone gym cheating open completing workout correctly registered judge sound catty member included invalidate score notified invalidated,crossfit
1205,68,457,reaching community see fitness tracker people wearing went whoop felt metric way way looking see alternative whoop might little bit worth money charged wear apple watch currently never train feel size obtrusive may start wearing train see used metric worth risking breaking getting damaged workout thing finger oura ring wondering us amazon halo anything else someone might recommend opposed riding apple watch used using sleep tracking app fitness tracker either,crossfit
1206,69,386,long standing injury prevents movement pistol wall ball squat parallel fine normal setting scale right comp meet adaptive division requirement still meet standard comp squat hip crease parallel comp,crossfit
1207,70,1177,getting back year older late reading benefit heart rate based training method looking heart rate monitor remains highly accurate style workout trying bash specific product lot trendy option monitor heart rate accurately accuracy requirement app associated monitor work well easy see working,crossfit
1208,71,555,linchpin work yada yada yada free trail free,crossfit
1209,72,172,fellow affiliate owner walked thruster clearly dip technically knee rebend,crossfit
1210,73,1142,month wedding body fat lean feel confident wedding day honeymoon day week shape could lean bit accessory program recommend focus aesthetic purpose seen recommend leaner stronger fitter experience side note walking pad hit k step minimum day tia,crossfit
1211,74,760,recommendation fan bike bikeerg program preferably three time week subscription service looked garage athlete online wod garage fan bike leaning towards,crossfit
1212,75,414,every especially day many many air squat lower back remind anymore tried googled lower back pain stretch wondering suggestion,crossfit
1213,76,1107,tomorrow wod tip trick experience month excited workout sound fun apprehensive lol,crossfit
1214,77,581,marketing geek feel need call mentioned month ago wodapalooza pretty damn confident rad one become new nobull community soon maybe skater well skater ter pretty hyped soon willing sell sole pair already see popping sub tyr strike mvmnt came onto scene going rad already way ahead term innovation breaking u u mold nobull built reebok nike giant usd shoe actually pretty damn fantastic aspect lifting running longevity general wall color dragging people pretty basic term aspect however marketing fuck system queue danielle brandon energy attitude tapping nostalgia millennials new generation top selling based exclusivity color wave specified time every drop restock factor alone driving business madness anyways pair already let thought shoe heard snagged pair yet missed drop two still managed snag couple,crossfit
1215,78,1285,female year old thought worked incease testosterone workout year least x week blood drawn found zero testosterone estrogen progesterone testosterone cream stuff support sure confused thinking working increase level,crossfit
1216,79,846,started cf little week ago w f week gone past three day row definitely sore wondering beginner best space first week point began x week move,crossfit
1217,80,588,workout wall ball training garage today able actual wall ball good substitute instead dumbbell lb lb two kettlebells lb lb barbell bumper plate last time subbed wall ball tried db thruster x lb felt harder actual wall ball,crossfit
1218,81,1103,hey looking overall general tip getting better context practicing year x per week never taking seriously usually finishing close top class begun rx ing workout coming term idea finishing last bit focusing zone cardio powerlifting working weakness tip trick recommend thank,crossfit
1219,82,1337,first official wod yesterday workout ring row cal echo bike ring row came alive fully extend right arm ring row min bit need loosen leg hurt touch strength portion stretching,crossfit
1220,83,344,started back august year break moved covid etc failed routine back missed week travel work illness embarrassed back lost strength stamen concerned lack motivation dedication cause judgement member coach wondering cancel membership consider standard gym better routine always feel challenged happy complete workout feel behind ever thinking fair box joined,crossfit
1221,84,1310,fam dealing linger shoulder issue almost year bar muscle ups screwed rotator cuff mri month injury tear found tried basically everything physical therapy chiropractor dry needling trying alternative method called structural integration called rolfing considering another mri make sure nothing torn however took easy shoulder majority last couple year coach give personal workout recovery based almost year hopped back group class month ago feel hopeless point hoping rolfing method work tempted take step back completely allow shoulder bicep heal ever dealt anything similar advance kyle,crossfit
1222,85,582,think seen several time anon david fort lauderdale claim social medium mcu comment worst kept secret wall street going public rd th quarter venture capital guy buying business without cash strategy going th year ownership becoming ripe ipo vc guy rock boat changing venue going public unknown event play backlash public provides realize issue discussed etc least good news enjoy great game next year renamed become orange theory game expert business model flimsy trademark think could ipo sale cf llc near future,crossfit
1223,86,1229,never seen using except sponsored athlete never seen use either packing esc long trip take making sure esc bag gym,crossfit
1224,87,780,tried gym tonight us prvn programming strength emom tonight coach said unusual prvn said normally programmed every minute every three minute true,crossfit
1225,88,730,excited wodapalooza team competition without doubt best lineup team ever appear competition game included live stream leaderboard event link brian friend preview start fast finish faster chasing waterfall sync squat,crossfit
1226,89,819,gift card month gowod christmas app seem place let enter gift card say make account redeem code personal space find need start membership put code know big help,crossfit
1227,90,392,order open racerback shirt sure size order nobull armour shirt use wanted order sure tight see evil_monkey,crossfit
1228,91,137,remember previous year lapse workout count count third score b count sixth,crossfit
1229,92,194,weird situation right friend open box affiliate time registration box closed past saturday entered score last week show pending able affiliate changed affiliate manager see anything approve idea fix maybe take time system catch make sure score counted box going close week going blog faq sent email support seem super backed help greatly appreciated,crossfit
1230,93,320,cf day week month love growth seen upper back shoulder leg feel chest biceps triceps lacking good accessory plan,crossfit
1231,94,1429,love athleta legging keep seeing add maven thread constantly varied gear design see tried brand liked thought share particular brand great success love performance,crossfit
1232,95,1233,started fitness journey month ago murph challenge pull ups push squat km running slowly increasing weight bodyvest almost every single day love result getting wondering sustainable training exercise since increasing weight bodyvest plateau still feel progressing tip,crossfit
1233,96,327,took break cf focus snatch clean lift snatch lb clean ish c amp j lb age male law school student bartender weight lb lift bigger due time poor nutrition consistency easier said done gym switched strictly focus olympic strongman body building power lifting see super impressive number feel pretty inferior lol,crossfit
1234,97,859,coach ohio always looking amp music game coach member high energy high intensity song artist playlist give,crossfit
1235,98,880,used use fitness pal since bought pay use barcode scanner app great wondering used rp macrofactor,crossfit
1236,99,1453,working gym basic lift back squat deadlift bench press along bodyweight workout push ups pull chin ups dip watching alot olympic lifting video something try find olympic lifting focused gym near except barbell club focus olympic lifting however join club class without experience month good place intro oly lifting learn basic,crossfit
1237,100,1198,hey male kg lb cm town live u affordable place none deadlifts whatever bar weight called keep jumping box rope running outside gym fat need lose weight kind unmotivated regular gym correct move stuff thinking muay thai good option lose weight learn decent self defense saw kind introverted guy workout peace people together stuff happy etc anyway path lose weight gain muscle diet stuff option best considering decent place help coach gym muay thai,crossfit
1238,101,1074,kg exercise time week supplement take building muscle,crossfit
1239,102,101,recently ordered new legging nvgtn embarrassingly mark front part wayyyy much even though fit perfectly wanted order new legging since box almost everyday enough love hear recommendation two_hearts,crossfit
1240,103,839,little year noticed whenever big set pike push ups terrible headache assume upside lot recognise tip help prevent eventually move handstand push ups right dreading headache,crossfit
1241,104,636,looking favorite dupe love nobull matte fabric butteriness going real word followed closely fleo cheap knock brand favorite dire need new legging spend pair hit amazon costco cheapo globogym favorite,crossfit
1242,105,605,hey thinking getting finally new apple watch quite sure ultra series feeling bigger ultra could way workout burpees push ups use ultra recommendation light_skin_tone,crossfit
1243,106,1375,instead bringing foot touch box basically step foot lift foot side box,crossfit
1244,107,851,friend taking cross fit seriously getting good come week consider guy enjoy workout always rx workout always finish extremely close buddy always first class surprised see competitive seeing week every week strength train day week day week kickboxing day week run day week knee toe program impactful back friend question begin since buddy extremely cult victory_hand haha love refuse run absolutely run think run going kill strength gain guy think running day week mile going ruin honestly think especially run consumes calorie burnt run funny guy couple year ago drunk bar telling k thought drunk ended k year great exp scared run see think competing high rock plan competing trying convince ultra w done competition feel mind set running bad much love,crossfit
1245,108,637,goodwill generic donation second hand place online community gently used athletic clothing,crossfit
1246,109,853,lb hitting new year goal lb total hernia decided much worse loading christmas present truck scheduled repair surgery next friday recovery time given ok start working,crossfit
1247,110,1302,alprazolam methadone diazapam nembutal zolpidem rivotril clonazepam ritalin document amp x b vitamin developer,crossfit
1248,111,323,meal typically train super early still relatively early almost early breakfast hand late breakfast end training min hour example great,crossfit
1249,112,317,evening started podcast aim focussing uk european scene open round corner done small preview expect well open beyond year appreciate listen providing feedback improve link youtube spotify,crossfit
1250,113,1181,beeb looking replace old gym short better quality one allow tk use squat deadlifts suitable bike etc browse seems rate interval chubbies brand find uk suggestion good fitting short easy ish uk,crossfit
1251,114,1406,share x single year wods finally decided try learning dub month ago today managed string together moon looots work left bend knee ton still stoked none friend even dub come share grinning_face,crossfit
1252,115,532,since signing open year bombarded daily basis email actually appreciate making effort people engage involved however notice every single email sent still pushing people sign judge course must admit intriguing surprising surely year need non affiliate submit video score judge course becomes bit pointless exercise looking become judge competition etc guess ultimately still need exist somewhere think uptake course year going waaaaaaaaaaaaay number compared last year going odd year way think intrigued see overall participation number stack,crossfit
1253,116,816,geeking strategy team comp coming workout teammate accumulating bike cal two alternate three different couplet amraps rest programmed min total work bike x min amraps min rest question mulling kind point diminishing return normal athlete bike erg calorie period aka switch justified thinking standard engine anything two minute someone start flagging anything le justify time take change curious think,crossfit
1254,117,294,owner gym accept open score holiday another coach completed judge course thought enhough enhough need validate u something find anything online,crossfit
1255,118,364,worm kg person part team comp next weekend wondered tip still trying find best height order etc tallest team tall guy similar height inch shorter u cheer,crossfit
1256,119,388,hello name andré oliveira personal trainer portugal thinking opening group training box space intention free training area functional bodybuilding style area plate loaded machine number client per class people budget equipping space ia best brand europe buy material best term price quality ratio congrats andré oliveira,crossfit
1257,120,921,never resolution last year made exception workout home gym programmed box jump use box even though rx height normally set goal never scale box height scaled weight dumbell step ups used box every time called thinking cf resolution,crossfit
1258,121,70,moving pittsburgh point breeze north neighborhood april st looking join new gym car getting around issue though drive north south side take time looking gym challenging quality programming good sense community love recs,crossfit
1259,122,514,member gym offer class package unlimited etc book online using credit system credit class open gym need use credit access gym normal feel kind expensive math assumed regular member accessing open gym cost extra could wrong work,crossfit
1260,123,1401,ter month murph general fitness test perform murph unpartitioned vest mile run strict pull ups push ups squat mile run unpartitioned time yesterday else perform murph feel time slow basis comparison lot people partition rep perform kipping pull ups insight awesome,crossfit
1261,124,1132,guy moved new city recently leave car behind car friendly city centre moving discovered good gym drive away walk subway anything tried local local gym kind suck training basically hobby way blowing steam enjoying stressed lot point training anymore feel depressed leaving shithole gym train advice,crossfit
1262,125,1072,hello moving attending pa school north chicago il area search gym hoping folk help recommend gym interested competitor athlete anything looking nice supportive non judgmental community bonus point use ncfit metcon programming,crossfit
1263,126,913,wanted say sp programming amazing price great programming lot fun home x lb dumbbell x lb dumbbell offer plenty customizations strength running program ton interesting recipe unfortunately give gym financial personal reason qnd able join gym near none offer childcare workout den daughter playing playpen watching high chair miss community love fact right minute squeeze workout without stuck traffic worked put day done long time overall right love steeet parking red_heart,crossfit
1264,127,761,trying watch live stream keep dying spinner death else seeing problem watching youtube content think issue end,crossfit
1265,128,957,rm squat snatch although tested maybe may feel bar fast enough heavy anymore carry habit weight get heavier limit lifting capability tip drill bar quicker,crossfit
1266,129,767,looking new pair shoe already metcon even though excellent wods due knee injury feel quite uncomfortable wod lot box jump meter run nano x tyr new shoe guy advise someone looking bit stability weightlifting confort running jumping,crossfit
1267,130,373,london gym anything thursday night open announcement stuck work weekend hoping able done thursday night group rather recoding submission hour gym cheer,crossfit
1268,131,690,way sugarwod delaying publish time athelete score set time example score visible day running issue later class people targeting score etc rather concentrating score way delaying score go visible eg pm last class fantastic help appreciated many,crossfit
1269,132,961,hey guy tomorrow workout started month agora advice workout could nice,crossfit
1270,133,657,calorie burned min tabata setting devil tricycle,crossfit
1271,134,782,party people supplemental programming geared aesthetic recommend mind taking class spending another hour getting sexy,crossfit
1272,135,541,tip people working home bungee cord ankle weight yoga block mat lb weight lift trying tone arm shoulder area along chest trying enlarge gluten born gifted lol put lot work hopefully share picture success crossed_fingers help wonderful people amazing working home flexed_biceps man_running,crossfit
1273,136,1267,hope feeling strong well signed iron man barca oct wondering experience right following marcus filly persist programming curious intertwine conditioning session iron man mapped anything yet someone advice using pump perform track persist many lifting session week conducive helping towards iron man training split possible preserve muscle mass even gain slightly period thank,crossfit
1274,137,1231,looking advice thigh tattoo day old hang clean programmed today wondering swap another movement background first tattoo first day back gym,crossfit
1275,138,530,started six week ago basic strength training light cardio whatever could manage apartment last two year excellent shape starting nothing loving going class week sometimes swap class practice skill work open gym feeling sore tired careful scale hurt coach box awesome since started training however relentless bout insomnia sleep soundly wide awake sneak hour imagine high intensity training cause spike cortisol seems effect sleep maybe connected wondering else experience tip better recover workout back better sleep much help,crossfit
1276,139,440,bought metcon fit find pretty tight wondering people recommend advance,crossfit
1277,140,912,deciding move current gym perfect storm circumstance financially allows wife gym son childcare workout u exercise selfishly feel pretty shitty enjoy modality program anything nonetheless time way suggestion programming try recognize metcon style workout may well thinking prvn hwpo concerned equipment quality setup thought welcome,crossfit
1278,141,587,le pay truly worth hard find good fitting short skinny waist slightly big quad package short swear advance,crossfit
1279,142,365,work comment something done pertaining get upvoted people never done see something done comment upvote downvoting anything example never ever given rhabdomyolysis never ever slept staff member gym done either upvote,crossfit
1280,143,113,tl dr increased attention given identifying calling video submission rep actually making problem questionable rep worse amp x b year ever noticed increased scrutiny official movement standard top athlete interpretation standard weirdly think scrutiny incentivizing top athlete submit controversial video community might notice controversial video jeopardize athlete quarterfinal qualification reasoning general top athlete create youtube channel make money youtube video watched money make youtube algorithm push video clicked high ctr watched high average view duration given top athlete open workout two way pristine camera work judging rep score high enough proceed quarter final poor adequate camera work indifferent judging questionable rep score high enough proceed quarter final potentially win event argue workout second way financial upside increased chance winning event perverse feedback loop creates example chance video submission picked talking head purposefully drive people see rep watch video type video traffic click watch time improve youtube algorithm perceives athlete channel thus driving organic channel growth monetization success rep strategy based athlete brand loyalty much perception submitting questionable rep matter fact enough people care enough ostracize athlete submitting questionable rep scoring penalty severe enough prohibit advancing unless game better job nailing movement standard increase penalty inexcusably poor videography community show interest discussing watching workout done well workout done poorly content economy analyzing questionable rep continue grow amp x b part think game weaponizes ambiguity purposefully drive free content publicity uncommon sport ref governing body make controversial decision drive interaction without harming popularity sport,crossfit
1281,144,355,event put green beret fitness workout hour partner going thought dumb thing done pretty happy fun communal challenging still prettttty safe haha mostly partner aspect lot break definitely criticism wods operation endure throughout row k team midnight ralph individual round deadlifts burpees rope climb run cal echo partner jerry lb vest mile run row mile run partner run row max shoulder overhead manion partner outside round run back squat lb randy power snatch time lb partner mile run wall ball mile run partner carry lb med ball run burpees time partner min cap team run mile carrying rower plate keep rower rowing whole time lol stopped sit ups sunset danny partner min amrap box jump push press pull ups hansen partner rft kb swing burpees sit ups jtm amrap min partner bar muscle hang clean lb box jump over partner b cal echo max hspu dg partner min amrap b dumbbell thruster db lunge team round cal echo oh lb dt partner rft deadlifts hang clean push jerk lb straight kelsu hardest workout thruster lb f due elbow injury start every minute minute burpees straight max distance handstand walk aish order w partner mile echo k run k row k ski partner min time cap dub work rep max bench squat dl acid bath ski row c bike mega murph team mile run carrying lb plate air squat push ups pull ups mile run rep cut half dude deadlifted cf total,crossfit
1282,145,1151,hey looking recommendation home programming pair lb db lb weight vest rope unfortunately moment invest equipment looking routine done limited time space pack challenge ease use app access bonus required advance recommendation,crossfit
1283,146,96,title say goal open going falling short mine set goal making quarterfinal first open last year finished th percentile started final workout open started taking training seriously somewhere around september mixed bag open well first workout could rmu actual workout gotten practice solid tie break time kill expected better failed hard luckily made ground good b score finished within top worldwide men trying qualify agqf range score b even ended top age group super happy overall sitting th percentile workout hoping something sprint strength excel workout going long cardio workout think quarterfinal legitimate possibility year currently higher last year maybe jump realistic jumping going else,crossfit
1284,147,142,month researching new sneaker something good around gym shoe handle running weightlifting open brand shoe content non cf brand apology already topic discussion could find another post specifically answered question,crossfit
1285,148,1472,workout work straight office sweaty clothes easy answer put gym bag traveling work next week drop suitcase work bag backpack time back hotel office box shower love idea sweaty clothes work bag day suggestion helpful,crossfit
1286,149,14,community recommend rehab program rotator cuff tendinitis,crossfit
1287,150,603,long story short dealing ots last year thing getting progressively worse due jumping back activity soon hard long break used play side football run weightlifting plyometrics hiit even handle min normal pace walk without feeling tired couple day tolerance threshold exercise stress seems taken deep dip see light end tunnel although miss training sport terribly miss drive energy thing productive see people fun year trial error decided stick zero exercise indefinitely especially since started new job month without working need mentally fresh amp x b thing currently sleep quality quantity top priority alcohol year without drinking counting supplement multi vitamin fish oil vitamin c ashwagandha rhodiola diet experiencing quite bit carnivore keto reintroduced complex carbs still leaning heavily fat olive oil salmon walnut cream cheese coconut oil egg full fat unprocessed dairy peanut butter caffeine taken break longest month long back keep le mg caffeine per day usually le similar road tip supplement recommend might help feel better mentally exercise wait least feel mentally fresh sharp,crossfit
1288,151,187,morning curious easy way find average finish quarterfinal qualifier cutoff athlete past season goal qualify qf average finish wise looking hit open wods male open division st percentile week obviously could every workout say th percentile next workout exact number cool historical data,crossfit
1289,152,1021,gym last year u taking part year people bested score last year managed finish thruster oh squat round rx,crossfit
1290,153,1362,new new gym ski erg bike erg ski cals tomorrow part round wod thursday bike erg part min emom pre wod anxiety idea long take ski cals difficult bike erg bike similar assault bike find exhausting going calorie trying sprint distance ride closer spin bike lb typically rower assault bike least favorite part workout though push,crossfit
1291,154,288,guy competing open year complete affiliate required registered judge someone gym long gym owner approves score legit course think good enough top able compete quarterfinal change anything judge situation game level athlete way hope guy clear,crossfit
1292,155,945,wonderful news change game landscape bit though,crossfit
1293,156,920,ethiopian background lawyer female recently befriended gym owner wife white gym majority white black male member black woman friendly including black member attracted either black guy think much common aside black ters think guy even way gawk body maybe white guy along flirty vibe plethora men along gym owner encouraging date often alone come good place recently asked interested either black men gym else guy nice think criterion black wife asked interested black guy said thinking single men good match plenty single men mean single lawyer gym suggest guy non black guy match based shared interest help think believe pair someone based skin color alone even similar culture guy american ethnicity taller way owner even made comment never woman shorter thinking_face overreacting annoyed first time happened,crossfit
1294,157,948,fan typically ridiculous amount equipment constantly switching movement real focus particular skill capacity generally actually getting better anything kind mess work need reference sheet come next bah humbug,crossfit
1295,158,1223,yo lb afraid showing first class feel comfortable despise way mirror self love never skill practice remember seeing competition video long time ago p e class amazed atheletes could kind cool say looking around new gym could try live healthier lifestyle saw gym town scheduled appointment gym started program made pre req course showing fundamental basic movement completely braindead start first class workout went okay without hiccup almost puked felt exhausted concerningly shape exhausted first rodeo something physical though used football back middle school took weightlifting class high school alongside previous gym membership trainer completing agreed month membership start monday thanksgiving break since town waste money start earlier scheduled class today plan soon truth told terrified week since done pre req class already forgotten almost form workout name alongside week full nervous binge eating thanksgiving feel horrible horrible another major fear performance perception class room full chisseled athlete stick sore thumb felt ashamed pre req workout front people class background genuinely struggling squat holding bar properly felt silently staring laughing genuinely stuggle something stupidly simple obvious terribly insecure understand people long road journey likely struggled thing struggled obviously care others thought continued forging path even begin start mine afraid vunlerable weak front others id rather sit around nothing figured around bunch getters make think shot foot wrote figured could advice group people actively done past lost right reading,crossfit
1296,159,775,looking market research input inventory carry store please men prefer short compression underneath advance,crossfit
1297,160,372,buy demountable floor drop bar becouse train naked ground drop bar,crossfit
1298,161,395,going vacation anniversary week master quarterfinal recommendation cf gym jamaica staying couple swept away negril seem find anything nearby,crossfit
1299,162,153,month cf nanos worked great everything except double unders running burpees midway workout arch start hurting kick shoe bare foot today bare foot looking high cushion runner minimalist shoe analysis paralysis,crossfit
1300,163,421,back bought ohio barbell rogue chance locked used dumbbell lockdown boy work gym allows coach member bring store barbell problem barbell look one every member us way paint definitely look customized clear mine,crossfit
1301,164,325,looking upgrading current air bike schwinn airdyne ad probably close ten year generally ride mile day bike day week starting make strange noise feel ready fall apart research looking airdyne ad ad rogue echo thing concerned resistance much ad echo compared used ad keep nice fast pace slightly smaller fan never tried fan bike larger fan much resistance feel keep solid pace half hour mile thought much appreciated,crossfit
1302,165,1210,favorite apps finding wods movement detail wod tracking,crossfit
1303,166,633,used gowod app mobility see big result thinking subscribing look long,crossfit
1304,167,156,rogue online customer service rep told could order single competition bumper plate sold pair luck circumventing supposed policy,crossfit
1305,168,1412,lately sore especially lower back glute wondering theragun similar better foam roller suggest getting better cheaper alternative,crossfit
1306,169,707,hello first session wednesday always wanted try given opportunity word encouragement advice,crossfit
1307,170,1137,wanted post rant reflect experience day wanted share insight wod well within wheel house finished dead last class frame reference veteran guy ish year competes regularly mean flex anything trashed real eye opener still learning need continue expand scope fitness wod mayhem affiliate rft ft sandbag carry lb b probably taken ish minute crapped think say wow great as kicker show still need work even fairly decent probably scaled meet demand intent felt needed ramble wanted share thought still needing improve finding new avenue test fitness always remembering scaling whatever direction necessary read,crossfit
1308,171,154,man everything could wrong today tripped shuttle run someone coming lane thruster person next load extra weight onto bar people could find weight time boost thruster weight felt demoralised long time ended horrible rx score zero interest redoing knee killing fall else open horror story,crossfit
1309,172,1299,best shoe lifter specifically squat deadlift lot powerlifting ie back squat deadlift time week usually wear shoe change older pair nanos wods thank,crossfit
1310,173,1217,sure many crossed bridge gym like track member open score registered com develop internal leader board last year used spreadsheet painful recommendation kind ui based platform allow enter athlete score provide various leaderboard functionality,crossfit
1311,174,248,head pressure upside limit duration handstand wall eye become bloodshot maintain position long else start way successfully become comfortable handstand pushup graduated progression wondering accept scaling push press instead whether worth training obviously push beyond body telling compete fitness longevity skill learn experienced folk think reasonable experience tia,crossfit
1312,175,580,considering selling gym gymjobs help gymjobs com destination gym owner looking find incredible staff coach looking work excited expand service include section specifically selling gym,crossfit
1313,176,305,figured start place u adaptive personally lower extremity provisional hip femur internal prothetic without percent muscle left hip leg area good luck,crossfit
1314,177,360,recreatively gym last year since longer sport recently enough time gym much work weight strength longer cardio gym started going assault air bike love lot due time restriction week decided gym every day min warm x hiit trening assault air bike min cooldown since min weightlifting dead need min able start walking home decided write internet since usually best way hear possible negative side experices someone done anything similar,crossfit
1315,178,940,cfing month decided try karen wall ball afap open gym yesterday mention stomach messed week since drinking green smoothie let sit car long anyways going hard linkin park halfway workout accident caught lb ball way river diarrhea suddenly spewed leg onto new nike metcons course hot divorced attorney chick see yell omg josh shitting porpoise obviously pretty traumatizing good sport next time box make funny apparently coach pissed,crossfit
1316,179,454,certain type bumper better cf weightlifting sort plate ie high bounce low bounce better plate gold standard cf,crossfit
1317,180,362,joined local box month ago taken stride term building foundational class coach several week x week month built x week past month going f reference hoping leaner toned range sit cut alcohol almost completely increased protein intake try g per day clean diet lacked enough protein still made tweak ie opting way sneak protein instead carbs using macro tracking app measuring food portion size thoroughly cutting back unnecessary sweet scan done local health store showing fat muscle conversion scale giving whole picture still little disappointed put lb seemingly stay take measurement change slightly truthfully pretty slim begin knew adding muscle measurement could increase toned anyways position went cf similar position transition away using scale weighing every day decade something always used term gauging health fitness,crossfit
